"Date","Time","Segment","Symbol","Trade Type","Quantity","Trade Price (₹)","Trade Value  (₹)","Order id"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","3","651.55","1954.6499999999999","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","4","651.55","2606.2","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","3","651.55","1954.6499999999999","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","3","651.55","1954.6499999999999","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","4","651.55","2606.2","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","3","651.55","1954.6499999999999","1100000006094644"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","3","652.9","1958.6999999999998","1100000006849461"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","3","651.55","1954.6499999999999","1100000006094644"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Buy","16","654.15","10466.4","1100000006018222"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","2","651.55","1303.1","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","2","651.55","1303.1","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","88","651.5","57332","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","20","651.45","13029","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","100","651.45","65145.00000000001","1100000006094644"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","1","638.95","638.95","1100000002006033"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","43","656.25","28218.75","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","60","656.15","39369","1100000006070037"
"09/02/2022","10:35 AM","NSE_CASH","GUJGASLTD","Sell","3","651.2","1953.6000000000001","1100000006616801"
"09/02/2022","10:35 AM","NSE_CASH","GUJGASLTD","Sell","5","651.2","3256","1100000006616801"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","3","638.45","1915.3500000000001","1100000004519188"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","3","656.15","1968.4499999999998","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","4","656.15","2624.6","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","3","656.15","1968.4499999999998","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","3","656.15","1968.4499999999998","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","4","656.15","2624.6","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","3","656.15","1968.4499999999998","1100000006070037"
"09/02/2022","09:26 AM","NSE_CASH","GUJGASLTD","Sell","50","636.9","31845","1100000001723835"
"09/02/2022","09:20 AM","NSE_CASH","GUJGASLTD","Buy","1000","647.8","647800","1100000000612444"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","16","638.35","10213.6","1100000004519188"
"09/02/2022","10:36 AM","NSE_CASH","GUJGASLTD","Buy","1318","650.8","857754.3999999999","1100000006787844"
"09/02/2022","10:36 AM","NSE_CASH","GUJGASLTD","Buy","30","650.8","19524","1100000006787844"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","5","638.1","3190.5","1100000004519188"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","2","652.9","1305.8","1100000006849461"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","16","651.35","10421.6","1100000006094644"
"09/02/2022","10:26 AM","NSE_CASH","GUJGASLTD","Sell","16","651.35","10421.6","1100000006094644"
"09/02/2022","11:34 AM","NSE_CASH","GUJGASLTD","Sell","16","668.4","10694.4","1100000008164024"
"09/02/2022","10:35 AM","NSE_CASH","GUJGASLTD","Sell","3","651.1","1953.3000000000002","1100000006616801"
"09/02/2022","10:35 AM","NSE_CASH","GUJGASLTD","Sell","3","651.1","1953.3000000000002","1100000006616801"
"09/02/2022","10:35 AM","NSE_CASH","GUJGASLTD","Sell","3","651.1","1953.3000000000002","1100000006616801"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","3","652.9","1958.6999999999998","1100000006849461"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","3","652.9","1958.6999999999998","1100000006849461"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","7","652.9","4570.3","1100000006849461"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","45","637.05","28667.249999999996","1100000001596384"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","15","637","9555","1100000001596384"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","10","637","6370","1100000001596384"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","487","637","310219","1100000001596384"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","4","653.35","2613.4","1100000006849461"
"09/02/2022","10:32 AM","NSE_CASH","GUJGASLTD","Buy","92","652.15","59997.799999999996","1100000006362379"
"09/02/2022","10:38 AM","NSE_CASH","GUJGASLTD","Sell","3","652.75","1958.25","1100000006849461"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","16","656.15","10498.4","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","3","656.15","1968.4499999999998","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","3","656.15","1968.4499999999998","1100000006070037"
"09/02/2022","10:23 AM","NSE_CASH","GUJGASLTD","Sell","4","656.15","2624.6","1100000006070037"
"09/02/2022","10:51 AM","NSE_CASH","GUJGASLTD","Buy","50","662.65","33132.5","1100000007472407"
"09/02/2022","10:51 AM","NSE_CASH","GUJGASLTD","Buy","131","662.7","86813.70000000001","1100000007472407"
"09/02/2022","10:51 AM","NSE_CASH","GUJGASLTD","Buy","1552","662.7","1028510.4","1100000007472407"
"09/02/2022","09:58 AM","NSE_CASH","GUJGASLTD","Buy","11","638.15","7019.65","1100000004519188"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","18","640.05","11520.9","1100000001467526"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","19","640.05","12160.949999999999","1100000001467526"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","18","640.05","11520.9","1100000001467526"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","18","640.05","11520.9","1100000001467526"
"09/02/2022","09:24 AM","NSE_CASH","GUJGASLTD","Sell","10","640.05","6400.5","1100000001467526"
